,id,name,localisation,places,id_regional
181,182,Joliflor,Évolution de Ortide en utilisant une Pierre Soleil,[],-1
182,183,Marill,"Grand Marais, Jardin TrophéeÉvolution de Azurill par montée de niveau avec beaucoup d'amitié","['grand-marais', 'manoir-pokemon']",125
183,184,Azumarill,Évolution de Marill au niveau 18,[],126
184,185,Simularbre,"Perle : Route 214, Route 221Évolution de Manzaï par montée de niveau en ayant appris l'attaque Copie","['route-214', 'route-221']",93
185,186,Tarpaud,Évolution de Têtarte par échange avec Roche Royale tenue,[],-1
186,187,Granivol,"Forge FuegoPS, Grands Souterrains (Biome Prairie), Route 205","['route-205', 'forge-fuego']",-1
187,188,Floravol,"Forge FuegoPS, Grands Souterrains (Biome Prairie), Route 205DEÉvolution de Granivol au niveau 18","['route-205', 'forge-fuego']",-1
188,189,Cotovol,Évolution de Floravol au niveau 27,[],-1
189,190,Capumain,"Arbres à Miel, Grands Souterrains (Biome Grotte)",[],63
190,191,Tournegrin,"Grands Souterrains (Biome Prairie), Route 204",['route-204'],-1
191,192,Héliatronc,Évolution de Tournegrin en utilisant une Pierre Soleil,[],-1
192,193,Yanma,Grand Marais,['grand-marais'],-1
193,194,Axoloto,"Grand Marais, Grands Souterrains (Biome Eaux), Grands Souterrains (Biome Marais), Route 212","['route-212', 'grand-marais']",117
194,195,Maraiste,"Grand Marais, Grands Souterrains (Biome Eaux), Grands Souterrains (Biome Marais), Route 212Évolution de Axoloto au niveau 20","['route-212', 'grand-marais']",118
195,196,Mentali,"Évolution de Évoli par montée de niveau avec beaucoup d'amitié, le jour",[],-1
196,197,Noctali,"Évolution de Évoli par montée de niveau avec beaucoup d'amitié, la nuit",[],-1
197,198,Cornèbre,"Diamant : Forêt de Vestigion, Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Prairie / Eaux), Grands Souterrains (Biome Prairie), Tour Perdue","['foret-vestigion', 'tour-perdue']",74
198,199,Roigada,Évolution de Ramoloss par échange avec Roche Royale tenue,[],-1
199,200,Feuforêve,"Perle : Forêt de Vestigion, Grands Souterrains (Biome Cristaux), Tour Perdue","['foret-vestigion', 'tour-perdue']",72
200,201,Zarbi,Ruines de Bonville,[],114
201,202,Qulbutoké,"Grands Souterrains (Biome Cristaux), Lac Courage, Lac Savoir, Lac VéritéÉvolution de Okéoké au niveau 15","['lac-courage', 'lac-savoir', 'lac-verite']",-1
202,203,Girafarig,"Grands Souterrains (Biome Cristaux), Rive Lac Courage, Route 214","['route-214', 'rive-lac-courage']",121
203,204,Pomdepik,"Grands Souterrains (Biome Marais), Grands Souterrains (Biome Prairie)",[],-1
204,205,Foretress,Évolution de Pomdepik au niveau 31,[],-1
205,206,Insolourdo,Route 208,['route-208'],-1
206,207,Scorplane,"Diamant : Grands Souterrains (Biome Marais), Grands Souterrains (Biome Prairie), Grands Souterrains (Biome Sables)",[],-1
207,208,Steelix,"Route Victoire, Temple de Frimapic, Île de FerÉvolution de Onix par échange avec Peau Métal tenue","['ile-de-fer', 'route-victoire', 'temple-frimapic']",35
208,209,Snubbull,"Grands Souterrains (Biome Cristaux), Route 209",['route-209'],-1
209,210,Granbull,Évolution de Snubbull au niveau 23,[],-1
210,211,Qwilfish,"Grands Souterrains (Biome Eaux), Grands Souterrains (Biome Marais), Grands Souterrains (Biome Prairie / Eaux), Île de Fer",['ile-de-fer'],-1
211,212,Cizayox,Évolution de Insécateur par échange avec Peau Métal tenue,[],-1
212,213,Caratroc,"Grands Souterrains (Biome Prairie / Eaux), Grands Souterrains (Biome Prairie), Grands Souterrains (Biome Sables)",[],-1
213,214,Scarhino,Arbres à Miel,[],62
214,215,Farfuret,"Grands Souterrains (Biome Glacier), Grands Souterrains (Biome Neige / Glacier), Grands Souterrains (Biome Neige), Lac Savoir, Rive Lac Savoir, Route 216, Route 217, Temple de Frimapic","['route-216', 'route-217', 'lac-savoir', 'rive-lac-savoir', 'temple-frimapic']",144
215,216,Teddiursa,"Perle : Grands Souterrains (Biome Glacier), Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Neige / Glacier), Grands Souterrains (Biome Neige), Grands Souterrains (Biome Prairie), Grands Souterrains (Biome Sables)",[],-1
216,217,Ursaring,Évolution de Teddiursa au niveau 30,[],-1
217,218,Limagma,"Grands Souterrains (Biome Lave), Grands Souterrains (Biome Sables / Lave), Mont Abrupt",['mont-abrupt'],-1
218,219,Volcaropod,"Grands Souterrains (Biome Lave), Grands Souterrains (Biome Sables / Lave), Mont AbruptÉvolution de Limagma au niveau 38",['mont-abrupt'],-1
219,220,Marcacrin,"Grands Souterrains (Biome Glacier), Grands Souterrains (Biome Marais), Grands Souterrains (Biome Neige / Glacier), Grands Souterrains (Biome Neige), Route 217",['route-217'],-1
220,221,Cochignon,Évolution de Marcacrin au niveau 33,[],-1
221,222,Corayon,"Chenal 230, Grands Souterrains (Biome Eaux), Grands Souterrains (Biome Prairie / Eaux)",['chenal-230'],-1
222,223,Rémoraid,"Chenal 223, Chenal 230, Ligue Pokémon, Rivamar, Route 213, Route 222, Route 224, Verchamps","['route-213', 'route-222', 'chenal-223', 'route-224', 'chenal-230']",132
223,224,Octillery,"Chenal 223, Chenal 230, Grands Souterrains (Biome Eaux), Grands Souterrains (Biome Prairie / Eaux), Ligue Pokémon, Rivamar, Route 213, Route 222, Route 224, VerchampsÉvolution de Rémoraid au niveau 25","['route-213', 'route-222', 'chenal-223', 'route-224', 'chenal-230']",133
224,225,Cadoizo,"Grands Souterrains (Biome Glacier), Grands Souterrains (Biome Neige / Glacier), Grands Souterrains (Biome Neige), Route 216",['route-216'],-1
225,226,Démanta,Évolution de Babimanta par montée de niveau avec Rémoraid dans l'équipe,[],141
226,227,Airmure,"Mont Abrupt, Route 227","['route-227', 'mont-abrupt']",-1
227,228,Malosse,Reproduction,[],-1
228,229,Démolosse,"Grands Souterrains (Biome Cristaux), Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Lave), Grands Souterrains (Biome Sables / Lave), Route 214PS, Route 215PSÉvolution de Malosse au niveau 24","['route-214', 'route-215']",-1
229,230,Hyporoi,Évolution de Hypocéan par échange avec Écaille Draco tenue,[],-1
230,231,Phanpy,"Grands Souterrains (Biome Sables), Route 207",['route-207'],-1
231,232,Donphan,Évolution de Phanpy au niveau 25,[],-1
232,233,Porygon2,Évolution de Porygon par échange avec Améliorator tenu,[],-1
233,234,Cerfrousse,Perle : Route 207,['route-207'],-1
234,235,Queulorior,Route 212,['route-212'],-1
235,236,Debugant,"Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Neige), Grands Souterrains (Biome Prairie / Eaux), Grands Souterrains (Biome Prairie), Route 208, Route 211","['route-208', 'route-211']",-1
236,237,Kapoera,"Évolution de Debugant au niveau 20, si Défense = Attaque",[],-1
237,238,Lippouti,"Grands Souterrains (Biome Cristaux), Grands Souterrains (Biome Glacier), Grands Souterrains (Biome Neige / Glacier), Lac SavoirReproduction de Lippoutou",['lac-savoir'],-1
238,239,Élekid,"Diamant : Grands Souterrains (Biome Cristaux), Grands Souterrains (Biome Neige / Glacier), Grands Souterrains (Biome Neige)Reproduction de Élektek ou Élekable",[],-1
239,240,Magby,"Perle : Grands Souterrains (Biome Lave), Grands Souterrains (Biome Sables / Lave)Reproduction de Magmar ou Maganon",[],-1
240,241,Écrémeuh,"Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Prairie), Route 209, Route 210","['route-209', 'route-210']",-1
241,242,Leuphorie,Évolution de Leveinard par montée de niveau avec beaucoup d'amitié,[],98
242,243,Raikou,Diamant : Parc Rosa Rugosa,[],-1
243,244,Entei,Diamant : Parc Rosa Rugosa,[],-1
244,245,Suicune,Diamant : Parc Rosa Rugosa,[],-1
245,246,Embrylex,"Diamant : Grands Souterrains (Biome Sables), Route 207",['route-207'],-1
246,247,Ymphect,Diamant : Grands Souterrains (Biome Sables)Évolution de Embrylex au niveau 30,[],-1
247,248,Tyranocif,Évolution de Ymphect au niveau 55,[],-1
248,249,Lugia,Perle : Parc Rosa Rugosa,[],-1
249,250,Ho-Oh,Diamant : Parc Rosa Rugosa,[],-1
250,251,Celebi,-,[],-1
251,252,Arcko,"Grands Souterrains (Biome Prairie / Eaux), Grands Souterrains (Biome Prairie)",[],-1
252,253,Massko,Évolution de Arcko au niveau 16,[],-1
253,254,Jungko,Évolution de Massko au niveau 36,[],-1
254,255,Poussifeu,"Grands Souterrains (Biome Lave), Grands Souterrains (Biome Sables / Lave)",[],-1
255,256,Galifeu,Évolution de Poussifeu au niveau 16,[],-1
256,257,Braségali,Évolution de Galifeu au niveau 36,[],-1
257,258,Gobou,"Grands Souterrains (Biome Eaux), Grands Souterrains (Biome Prairie / Eaux)",[],-1
258,259,Flobio,Évolution de Gobou au niveau 16,[],-1
259,260,Laggron,Évolution de Flobio au niveau 36,[],-1
260,261,Medhyèna,"Grands Souterrains (Biome Cristaux), Grands Souterrains (Biome Glacier), Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Neige / Glacier)",[],-1
261,262,Grahyèna,"Grands Souterrains (Biome Cristaux), Grands Souterrains (Biome Glacier), Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Neige / Glacier), Route 214DE, Route 215DEÉvolution de Medhyèna au niveau 18","['route-214', 'route-215']",-1
262,263,Zigzaton,"Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Sables), Route 202",['route-202'],-1
263,264,Linéon,Évolution de Zigzaton au niveau 20,[],-1
264,265,Chenipotte,"Arbres à Miel, Forêt de Vestigion, Grands Souterrains (Biome Prairie / Eaux), Grands Souterrains (Biome Prairie)",['foret-vestigion'],48
265,266,Armulys,"Diamant : Arbres à Miel, Forêt de Vestigion, Grands Souterrains (Biome Prairie / Eaux), Grands Souterrains (Biome Prairie)Évolution de Chenipotte au niveau 7",['foret-vestigion'],49
266,267,Charmillon,"Chenal 230DE, Forêt de VestigionDE, Route 224Évolution de Armulys au niveau 10","['route-224', 'chenal-230', 'foret-vestigion']",50
267,268,Blindalys,"Perle : Arbres à Miel, Forêt de Vestigion, Grands Souterrains (Biome Prairie / Eaux), Grands Souterrains (Biome Prairie)Évolution de Chenipotte au niveau 7",['foret-vestigion'],51
268,269,Papinox,"Perle : Chenal 230, Forêt de VestigionÉvolution de Blindalys au niveau 10","['chenal-230', 'foret-vestigion']",52
269,270,Nénupiot,"Perle : Grands Souterrains (Biome Eaux), Grands Souterrains (Biome Prairie / Eaux), Grands Souterrains (Biome Prairie)",[],-1
270,271,Lombre,"Perle : Grands Souterrains (Biome Eaux), Grands Souterrains (Biome Prairie / Eaux), Grands Souterrains (Biome Prairie)Évolution de Nénupiot au niveau 14",[],-1
271,272,Ludicolo,Évolution de Lombre en utilisant une Pierre Eau,[],-1
272,273,Grainipiot,"Diamant : Grands Souterrains (Biome Prairie / Eaux), Grands Souterrains (Biome Prairie)",[],-1
273,274,Pifeuil,"Diamant : Grands Souterrains (Biome Prairie / Eaux), Grands Souterrains (Biome Prairie)Évolution de Grainipiot au niveau 14",[],-1
274,275,Tengalice,Évolution de Pifeuil en utilisant une Pierre Plante,[],-1
275,276,Nirondelle,Reproduction,[],-1
276,277,Hélédelle,Route 213Évolution de Nirondelle au niveau 22,['route-213'],-1
277,278,Goélise,"Chenal 220, Forge Fuego, Grands Souterrains (Biome Eaux), Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Prairie / Eaux), Joliberges, Parc Éolien, Route 205, Route 213, Route 218, Route 219, Route 221, Route 222, Route 229, Verchamps, Île de Fer","['route-205', 'route-213', 'route-218', 'route-219', 'chenal-220', 'route-221', 'route-222', 'route-229', 'forge-fuego', 'ile-de-fer', 'parc-eolien']",119
278,279,Bekipan,"Chenal 220, Chenal 223, Chenal 226, Chenal 230, Forge Fuego, Grands Souterrains (Biome Eaux), Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Prairie / Eaux), Joliberges, Ligue Pokémon, Parc Éolien, Rivamar, Route 205, Route 213, Route 218, Route 219, Route 221, Route 222, Route 224, Route 229, Verchamps, Île de FerÉvolution de Goélise au niveau 25","['route-205', 'route-213', 'route-218', 'route-219', 'chenal-220', 'route-221', 'route-222', 'chenal-223', 'route-224', 'chenal-226', 'route-229', 'chenal-230', 'forge-fuego', 'ile-de-fer', 'parc-eolien']",120
279,280,Tarsal,"Grands Souterrains (Biome Cristaux), Grands Souterrains (Biome Eaux), Route 203, Route 204","['route-203', 'route-204']",-1
280,281,Kirlia,"Grands Souterrains (Biome Cristaux), Route 203, Route 204Évolution de Tarsal au niveau 20",['route-203'],-1
281,282,Gardevoir,Évolution de Kirlia au niveau 30,[],-1
282,283,Arakdo,"Grands Souterrains (Biome Eaux), Grands Souterrains (Biome Prairie / Eaux), Lac Vérité",['lac-verite'],-1
283,284,Maskadra,Évolution de Arakdo au niveau 22,[],-1
284,285,Balignon,Grand Marais,['grand-marais'],-1
285,286,Chapignon,Évolution de Balignon au niveau 23,[],-1
286,287,Parecool,Forêt de Vestigion,['foret-vestigion'],-1
287,288,Vigoroth,Évolution de Parecool au niveau 18,[],-1
288,289,Monaflèmit,Évolution de Vigoroth au niveau 36,[],-1
289,290,Ningale,"Forêt de Vestigion, Grands Souterrains (Biome Prairie / Eaux), Grands Souterrains (Biome Prairie)",['foret-vestigion'],-1
290,291,Ninjask,Évolution de Ningale au niveau 20,[],-1
291,292,Munja,Évolution de Ningale au niveau 20 avec un emplacement libre dans l'équipe et une Poké Ball dans le sac,[],-1
292,293,Chuchmur,Reproduction,[],-1
293,294,Ramboum,Mont CouronnéÉvolution de Chuchmur au niveau 20,['mont-couronne'],-1
294,295,Brouhabam,Évolution de Ramboum au niveau 40,[],-1
295,296,Makuhita,Route 225,['route-225'],-1
296,297,Hariyama,Évolution de Makuhita au niveau 24,[],-1
297,298,Azurill,"Grand Marais, Jardin TrophéeReproduction de Marill ou Azumarill avec Encens Mer tenu","['grand-marais', 'manoir-pokemon']",124
298,299,Tarinor,Route 206,['route-206'],-1
299,300,Skitty,"Grands Souterrains (Biome Grotte), Route 222",['route-222'],-1
300,301,Delcatty,Évolution de Skitty en utilisant une Pierre Lune,[],-1
301,302,Ténéfix,Perle : Grands Souterrains (Biome Cristaux),[],-1
302,303,Mysdibule,Diamant : Grands Souterrains (Biome Cristaux),[],-1
303,304,Galekid,"Forge FuegoDE, Grands Souterrains (Biome Glacier), Grands Souterrains (Biome Neige / Glacier), Grands Souterrains (Biome Neige), Grands Souterrains (Biome Sables)",['forge-fuego'],-1
304,305,Galegon,"Grands Souterrains (Biome Glacier), Grands Souterrains (Biome Neige / Glacier), Grands Souterrains (Biome Neige), Grands Souterrains (Biome Sables)Évolution de Galekid au niveau 32",[],-1
305,306,Galeking,Évolution de Galegon au niveau 42,[],-1
306,307,Méditikka,"Grands Souterrains (Biome Cristaux), Grands Souterrains (Biome Neige), Mont Couronné, Rive Lac Savoir, Route 208, Route 210, Route 211, Route 216, Route 217","['route-208', 'route-210', 'route-211', 'route-216', 'route-217', 'mont-couronne', 'rive-lac-savoir']",86
307,308,Charmina,"Mont Couronné, Rive Lac Savoir, Route 217, Route VictoireÉvolution de Méditikka au niveau 37","['route-217', 'mont-couronne', 'rive-lac-savoir', 'route-victoire']",87
308,309,Dynavolt,Parc Éolien,['parc-eolien'],-1
309,310,Élecsprint,Évolution de Dynavolt au niveau 26,[],-1
310,311,Posipi,Jardin Trophée,['manoir-pokemon'],-1
311,312,Négapi,Jardin Trophée,['manoir-pokemon'],-1
312,313,Muciole,"Grands Souterrains (Biome Cristaux), Grands Souterrains (Biome Prairie), Route 229",['route-229'],-1
313,314,Lumivole,"Grands Souterrains (Biome Cristaux), Grands Souterrains (Biome Prairie), Route 229",['route-229'],-1
314,315,Rosélia,"Grand Marais, Grands Souterrains (Biome Marais), Grands Souterrains (Biome Prairie), Jardin Trophée, Route 212, Route 221, Route 224, Route 225, Route 229DEÉvolution de Rozbouton par montée de niveau avec beaucoup d'amitié, le jour","['route-212', 'route-221', 'route-224', 'route-225', 'route-229', 'grand-marais', 'manoir-pokemon']",26
315,316,Gloupti,Grand Marais,['grand-marais'],-1
316,317,Avaltout,Évolution de Gloupti au niveau 26,[],-1
317,318,Carvanha,"Grand Marais, Grands Souterrains (Biome Eaux), Grands Souterrains (Biome Prairie / Eaux)",['grand-marais'],-1
318,319,Sharpedo,"Route 213, Route 222Évolution de Carvanha au niveau 30","['route-213', 'route-222']",-1
319,320,Wailmer,"Chenal 223, Chenal 230","['chenal-223', 'chenal-230']",-1
320,321,Wailord,"Chenal 223, Chenal 230Évolution de Wailmer au niveau 40","['chenal-223', 'chenal-230']",-1
321,322,Chamallot,"Grands Souterrains (Biome Lave), Grands Souterrains (Biome Sables / Lave), Grands Souterrains (Biome Sables), Mont Abrupt, Route 227","['route-227', 'mont-abrupt']",-1
322,323,Camérupt,"Grands Souterrains (Biome Lave), Grands Souterrains (Biome Sables / Lave), Grands Souterrains (Biome Sables), Mont Abrupt, Route 227Évolution de Chamallot au niveau 33","['route-227', 'mont-abrupt']",-1
323,324,Chartor,"Grands Souterrains (Biome Lave), Grands Souterrains (Biome Sables / Lave), Mont Abrupt, Route 227","['route-227', 'mont-abrupt']",-1
324,325,Spoink,Route 214,['route-214'],-1
325,326,Groret,Évolution de Spoink au niveau 32,[],-1
326,327,Spinda,Route 227,['route-227'],-1
327,328,Kraknoix,"Grands Souterrains (Biome Sables / Lave), Grands Souterrains (Biome Sables), Route 228",['route-228'],-1
328,329,Vibraninf,"Grands Souterrains (Biome Prairie), Grands Souterrains (Biome Sables), Route 228Évolution de Kraknoix au niveau 35",['route-228'],-1
329,330,Libégon,Évolution de Vibraninf au niveau 45,[],-1
330,331,Cacnea,"Grands Souterrains (Biome Marais), Grands Souterrains (Biome Prairie), Grands Souterrains (Biome Sables), Route 228",['route-228'],-1
331,332,Cacturne,"Grands Souterrains (Biome Marais), Grands Souterrains (Biome Prairie), Grands Souterrains (Biome Sables), Route 228Évolution de Cacnea au niveau 32",['route-228'],-1
332,333,Tylton,"Grands Souterrains (Biome Eaux), Grands Souterrains (Biome Glacier), Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Neige / Glacier), Grands Souterrains (Biome Neige), Route 211",['route-211'],-1
333,334,Altaria,Évolution de Tylton au niveau 35,[],-1
334,335,Mangriff,"Diamant : Grands Souterrains (Biome Cristaux), Grands Souterrains (Biome Marais), Grands Souterrains (Biome Prairie)",[],-1
335,336,Séviper,"Perle : Grands Souterrains (Biome Cristaux), Grands Souterrains (Biome Marais), Grands Souterrains (Biome Prairie)",[],-1
336,337,Séléroc,"Perle : Grands Souterrains (Biome Cristaux), Grands Souterrains (Biome Prairie / Eaux)",[],-1
337,338,Solaroc,"Diamant : Grands Souterrains (Biome Cristaux), Grands Souterrains (Biome Prairie / Eaux)",[],-1
338,339,Barloche,"Chemin Rocheux, Célestia, Entrée de Charbourg, Grand Marais, Grands Souterrains (Biome Eaux), Grands Souterrains (Biome Marais), Grands Souterrains (Biome Prairie / Eaux), Mont Couronné, Route 205, Route 208, Route 210, Route 212, Route 227, Route 228, Vestigion","['route-205', 'route-208', 'route-210', 'route-212', 'route-227', 'route-228', 'chemin-rocheux', 'entree-charbourg', 'grand-marais', 'mont-couronne']",80
339,340,Barbicha,"Chemin Rocheux, Célestia, Entrée de Charbourg, Grand Marais, Grands Souterrains (Biome Eaux), Grands Souterrains (Biome Marais), Grands Souterrains (Biome Prairie / Eaux), Mont Couronné, Route 205, Route 208, Route 210, Route 212, Route 227, Route 228, VestigionÉvolution de Barloche au niveau 30","['route-205', 'route-208', 'route-210', 'route-212', 'route-227', 'route-228', 'chemin-rocheux', 'entree-charbourg', 'grand-marais', 'mont-couronne']",81
340,341,Écrapince,"Célestia, Grands Souterrains (Biome Eaux), Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Prairie / Eaux)",[],-1
341,342,Colhomard,"Célestia, Grands Souterrains (Biome Eaux), Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Prairie / Eaux)Évolution de Écrapince au niveau 30",[],-1
342,343,Balbuto,"Grands Souterrains (Biome Cristaux), Grands Souterrains (Biome Sables), Route 206",['route-206'],-1
343,344,Kaorine,Évolution de Balbuto au niveau 36,[],-1
344,345,Lilia,Charbourg,[],-1
345,346,Vacilys,Évolution de Lilia au niveau 40,[],-1
346,347,Anorith,Charbourg,[],-1
347,348,Armaldo,Évolution de Anorith au niveau 40,[],-1
348,349,Barpau,Mont Couronné,['mont-couronne'],138
349,350,Milobellus,Évolution de Barpau avec la Beauté à 170 puis en montant un niveau,[],139
350,351,Morphéo,Jardin Trophée,['manoir-pokemon'],-1
351,352,Kecleon,"Diamant : Grands Souterrains (Biome Prairie / Eaux), Grands Souterrains (Biome Prairie), Route 210",['route-210'],-1
352,353,Polichombr,Reproduction,[],-1
353,354,Branette,"Chenal 226, Grands Souterrains (Biome Cristaux), Mont Abrupt, Route 225, Route 227Évolution de Polichombr au niveau 37","['route-225', 'chenal-226', 'route-227', 'mont-abrupt']",-1
354,355,Skelénox,"Grands Souterrains (Biome Cristaux), Route 224",['route-224'],-1
355,356,Téraclope,"Grands Souterrains (Biome Cristaux), Route 224Évolution de Skelénox au niveau 37",['route-224'],-1
356,357,Tropius,"Grands Souterrains (Biome Marais), Grands Souterrains (Biome Prairie)",[],-1
357,358,Éoko,"Mont Couronné, Source des AdieuxÉvolution de Korillon par montée de niveau avec beaucoup d'amitié, la nuit","['mont-couronne', 'source-des-adieux']",83
358,359,Absol,"Grands Souterrains (Biome Cristaux), Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Prairie), Grands Souterrains (Biome Sables), Route 213",['route-213'],-1
359,360,Okéoké,Reproduction de Qulbutoké avec Encens Doux tenu,[],-1
360,361,Stalgamin,"Grands Souterrains (Biome Glacier), Grands Souterrains (Biome Neige / Glacier), Grands Souterrains (Biome Neige), Rive Lac Savoir, Route 216, Route 217","['route-216', 'route-217', 'rive-lac-savoir']",-1
361,362,Oniglali,"Grands Souterrains (Biome Glacier), Grands Souterrains (Biome Neige / Glacier), Grands Souterrains (Biome Neige)Évolution de Stalgamin au niveau 42",[],-1
362,363,Obalie,"Perle : Chenal 226, Chenal 230, Grands Souterrains (Biome Glacier), Grands Souterrains (Biome Neige / Glacier), Grands Souterrains (Biome Neige)","['chenal-226', 'chenal-230']",-1
363,364,Phogleur,"Perle : Chenal 226, Chenal 230, Grands Souterrains (Biome Glacier), Grands Souterrains (Biome Neige / Glacier), Grands Souterrains (Biome Neige)Évolution de Obalie au niveau 32","['chenal-226', 'chenal-230']",-1
364,365,Kaimorse,"Grands Souterrains (Biome Glacier), Grands Souterrains (Biome Neige / Glacier), Grands Souterrains (Biome Neige)Évolution de Phogleur au niveau 44",[],-1
365,366,Coquiperl,"Grands Souterrains (Biome Eaux), Grands Souterrains (Biome Prairie / Eaux), Route 219, Route 221","['route-219', 'route-221']",-1
366,367,Serpang,Évolution de Coquiperl par échange avec Dent Océan tenue,[],-1
367,368,Rosabyss,Évolution de Coquiperl par échange avec Écaille Océan tenue,[],-1
368,369,Relicanth,Chenal 226,['chenal-226'],-1
369,370,Lovdisc,"Ligue Pokémon, Route 224",['route-224'],-1
370,371,Draby,"Perle : Grands Souterrains (Biome Cristaux), Grands Souterrains (Biome Grotte), Route 210",['route-210'],-1
371,372,Drackhaus,"Perle : Grands Souterrains (Biome Cristaux), Grands Souterrains (Biome Grotte)Évolution de Draby au niveau 30",[],-1
372,373,Drattak,Évolution de Drackhaus au niveau 50,[],-1
373,374,Terhal,"Grands Souterrains (Biome Glacier), Grands Souterrains (Biome Neige / Glacier), Grands Souterrains (Biome Neige), Grands Souterrains (Biome Sables), Route 228",['route-228'],-1
374,375,Métang,Évolution de Terhal au niveau 20,[],-1
375,376,Métalosse,Évolution de Métang au niveau 45,[],-1
376,377,Regirock,Parc Rosa Rugosa,[],-1
377,378,Regice,Parc Rosa Rugosa,[],-1
378,379,Registeel,Parc Rosa Rugosa,[],-1
379,380,Latias,Parc Rosa Rugosa,[],-1
380,381,Latios,Parc Rosa Rugosa,[],-1
381,382,Kyogre,Parc Rosa Rugosa,[],-1
382,383,Groudon,Parc Rosa Rugosa,[],-1
383,384,Rayquaza,Parc Rosa Rugosa,[],-1
384,385,Jirachi,Floraville,[],-1
385,386,Deoxys,-,[],-1
386,387,Tortipouss,"Grands Souterrains (Biome Prairie / Eaux), Grands Souterrains (Biome Prairie), Lac Vérité",[],1
387,388,Boskara,Évolution de Tortipouss au niveau 18,[],2
388,389,Torterra,Évolution de Boskara au niveau 32,[],3
389,390,Ouisticram,"Grands Souterrains (Biome Lave), Grands Souterrains (Biome Sables / Lave), Lac Vérité",[],4
390,391,Chimpenfeu,Évolution de Ouisticram au niveau 14,[],5
391,392,Simiabraz,Évolution de Chimpenfeu au niveau 36,[],6
392,393,Tiplouf,"Grands Souterrains (Biome Eaux), Grands Souterrains (Biome Prairie / Eaux), Lac Vérité",[],7
393,394,Prinplouf,Évolution de Tiplouf au niveau 16,[],8
394,395,Pingoléon,Évolution de Prinplouf au niveau 36,[],9
395,396,Étourmi,"Grand Marais, Lac Vérité, Route 201, Route 202, Route 203, Route 204, Route 209, Route 212","['route-201', 'route-202', 'route-203', 'route-204', 'route-209', 'route-212', 'grand-marais', 'lac-verite']",10
396,397,Étourvol,"Grand Marais, Jardin Trophée, Lac Courage, Rive Lac Courage, Route 209, Route 212, Source des AdieuxÉvolution de Étourmi au niveau 14","['route-209', 'route-212', 'grand-marais', 'lac-courage', 'manoir-pokemon', 'rive-lac-courage', 'source-des-adieux']",11
397,398,Étouraptor,Évolution de Étourvol au niveau 34,[],12
398,399,Keunotor,"Grand Marais, Grands Souterrains (Biome Eaux), Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Prairie / Eaux), Grands Souterrains (Biome Prairie), Lac Vérité, Parc Éolien, Route 201, Route 202, Route 203, Route 204, Route 205, Route 208, Route 211","['route-201', 'route-202', 'route-203', 'route-204', 'route-205', 'route-208', 'route-211', 'grand-marais', 'lac-verite', 'parc-eolien']",13
399,400,Castorno,"Grand Marais, Grands Souterrains (Biome Eaux), Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Prairie / Eaux), Grands Souterrains (Biome Prairie), Lac Courage, Lac Savoir, Rive Lac Courage, Route 208, Route 209, Route 210, Route 212, Source des AdieuxÉvolution de Keunotor au niveau 15","['route-208', 'route-209', 'route-210', 'route-212', 'grand-marais', 'lac-courage', 'lac-savoir', 'rive-lac-courage', 'source-des-adieux']",14
400,401,Crikzik,"Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Prairie / Eaux), Grands Souterrains (Biome Prairie), Route 202, Route 203, Route 204, Route 206, Route 207","['route-202', 'route-203', 'route-204', 'route-206', 'route-207']",15
401,402,Mélokrik,"Jardin Trophée, Rive Lac Courage, Route 206, Route 210, Route 212, Route 214, Route 215Évolution de Crikzik au niveau 10","['route-206', 'route-210', 'route-212', 'route-214', 'route-215', 'manoir-pokemon', 'rive-lac-courage']",16
402,403,Lixy,"Forge Fuego, Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Neige), Grands Souterrains (Biome Prairie), Route 202, Route 203, Route 204","['route-202', 'route-203', 'route-204', 'forge-fuego']",17
403,404,Luxio,"Forge Fuego, Grands Souterrains (Biome Grotte), Grands Souterrains (Biome Neige), Grands Souterrains (Biome Prairie)Évolution de Lixy au niveau 15",['forge-fuego'],18
404,405,Luxray,Évolution de Luxio au niveau 30,[],19
